school_id,year,total
4450105,2017,1425
10003,2017,580
10405,2017,328
10015,2017,353
4120530,2017,527
6000005,2017,413
6000020,2017,456
6000030,2017,451
6000015,2017,475
6000010,2017,517
6000025,2017,404
6000405,2017,911
30025,2017,538
30305,2017,417
6030004,2017,244
6030505,2017,622
6030020,2017,451
4300305,2017,952
50405,2017,562
50020,2017,385
50010,2017,293
50030,2017,329
50303,2017,599
50025,2017,377
4090205,2017,324
70005,2017,388
70013,2017,679
70010,2017,458
80009,2017,404
80020,2017,335
80050,2017,409
6050405,2017,432
90310,2017,532
90003,2017,593
90305,2017,561
90010,2017,381
90004,2017,515
90020,2017,493
90025,2017,636
90350,2017,419
35090305,2017,307
100010,2017,476
100025,2017,466
100030,2017,451
100005,2017,425
100055,2017,396
100410,2017,1208
100045,2017,276
100050,2017,466
6100025,2017,536
6100305,2017,570
6100005,2017,372
140405,2017,587
140015,2017,620
6150020,2017,577
6150305,2017,387
6150050,2017,144
4910550,2017,1111
160001,2017,441
160315,2017,552
160045,2017,467
160040,2017,443
160050,2017,394
160305,2017,663
160035,2017,449
160320,2017,579
170305,2017,624
170030,2017,537
180510,2017,319
180010,2017,395
6160305,2017,395
6160001,2017,389
6160002,2017,528
200505,2017,1866
200315,2017,754
200050,2017,852
200010,2017,293
200025,2017,356
200005,2017,260
200045,2017,441
4270010,2017,290
35020405,2017,392
230305,2017,556
230012,2017,566
240006,2017,578
240025,2017,395
240018,2017,501
250505,2017,739
250315,2017,711
250020,2017,335
250025,2017,342
260015,2017,363
260010,2017,373
260035,2017,641
260005,2017,468
260305,2017,1357
4200205,2017,347
4470205,2017,447
35110205,2017,257
270010,2017,537
270305,2017,392
4140305,2017,356
6180310,2017,387
6180035,2017,352
280005,2017,190
6200505,2017,584
300055,2017,525
300305,2017,1009
300010,2017,358
300015,2017,464
300033,2017,381
300040,2017,391
310030,2017,197
310007,2017,303
310026,2017,477
310012,2017,321
310310,2017,536
310305,2017,623
310015,2017,507
310005,2017,542
6220015,2017,292
6220405,2017,432
6220010,2017,283
350390,2017,585
350560,2017,2403
350545,2017,1698
350012,2017,296
350054,2017,507
350052,2017,558
350430,2017,335
350020,2017,948
350062,2017,309
350066,2017,96
350072,2017,438
350074,2017,309
350077,2017,452
350080,2017,732
350008,2017,189
350426,2017,505
350375,2017,688
350088,2017,278
350096,2017,558
350100,2017,244
350116,2017,453
350326,2017,401
350122,2017,222
350200,2017,495
350135,2017,239
350377,2017,355
350750,2017,90
350141,2017,272
350013,2017,765
350146,2017,846
350154,2017,296
350156,2017,398
350485,2017,371
350153,2017,638
350172,2017,172
350166,2017,382
350179,2017,444
350180,2017,329
350182,2017,353
350183,2017,639
350184,2017,158
350181,2017,268
350286,2017,854
350190,2017,435
350376,2017,490
350383,2017,519
350262,2017,582
350004,2017,139
350215,2017,286
350656,2017,922
350227,2017,617
350226,2017,634
350229,2017,465
350231,2017,238
350378,2017,505
350382,2017,217
350237,2017,175
350243,2017,174
350138,2017,368
350575,2017,1437
350255,2017,222
350257,2017,886
350264,2017,297
350268,2017,415
350278,2017,280
350565,2017,506
350691,2017,407
350240,2017,946
350298,2017,170
350302,2017,294
350304,2017,231
350308,2017,399
350657,2017,972
350328,2017,332
350167,2017,759
350346,2017,582
350445,2017,344
350366,2017,385
350360,2017,244
350258,2017,602
350363,2017,337
350370,2017,536
350374,2017,243
350380,2017,582
4490305,2017,680
4110305,2017,476
4160305,2017,415
4810550,2017,955
360325,2017,711
360005,2017,433
360010,2017,355
380013,2017,428
390005,2017,293
400033,2017,421
400050,2017,282
400305,2017,733
400015,2017,425
400005,2017,435
400025,2017,448
400020,2017,371
400310,2017,677
410010,2017,233
4170205,2017,267
6250320,2017,506
6250050,2017,500
6250002,2017,1010
6250315,2017,691
6250300,2017,792
430005,2017,285
440421,2017,487
440010,2017,632
440110,2017,655
440001,2017,808
440405,2017,540
440023,2017,1042
440400,2017,48
440045,2017,667
440055,2017,552
440017,2017,605
440422,2017,693
440065,2017,883
440003,2017,891
440002,2017,757
440410,2017,564
440078,2017,868
440415,2017,513
440420,2017,629
4280305,2017,1608
450005,2017,318
460005,2017,764
460015,2017,798
460025,2017,578
460045,2017,613
460030,2017,711
460020,2017,600
460040,2017,854
460035,2017,576
480007,2017,388
480035,2017,529
480303,2017,821
480015,2017,386
480020,2017,294
490006,2017,379
490305,2017,261
490007,2017,311
490090,2017,260
490080,2017,392
490020,2017,253
490065,2017,291
490040,2017,266
490035,2017,325
490005,2017,356
490030,2017,317
490045,2017,306
490050,2017,316
490310,2017,262
490315,2017,275
490320,2017,268
500020,2017,492
500017,2017,504
500012,2017,502
500305,2017,786
4320530,2017,243
510025,2017,590
520015,2017,790
520405,2017,836
6350005,2017,125
6350025,2017,422
6350035,2017,134
6350305,2017,396
560030,2017,495
560005,2017,434
560025,2017,471
560305,2017,725
560310,2017,850
560015,2017,379
570050,2017,545
570030,2017,591
570045,2017,519
570040,2017,587
570035,2017,571
570055,2017,576
570025,2017,541
6320025,2017,140
610003,2017,425
610305,2017,788
610015,2017,452
610020,2017,366
610021,2017,106
610310,2017,769
610050,2017,448
610090,2017,391
610040,2017,305
610022,2017,422
610065,2017,284
4180305,2017,395
630010,2017,173
640050,2017,706
640305,2017,700
4380505,2017,359
650505,2017,838
650005,2017,382
35030205,2017,646
4360305,2017,374
4260205,2017,280
4400205,2017,400
4310205,2017,280
670005,2017,473
670305,2017,715
670020,2017,467
670030,2017,453
4390050,2017,450
680005,2017,141
710015,2017,302
710010,2017,374
710305,2017,838
710032,2017,286
710030,2017,278
710045,2017,327
720050,2017,965
720030,2017,429
720040,2017,617
720015,2017,419
730010,2017,308
730305,2017,631
730025,2017,278
730030,2017,272
730045,2017,183
740015,2017,401
6450505,2017,1003
6450005,2017,353
6450015,2017,306
6450305,2017,423
6450050,2017,514
6450025,2017,425
6500005,2017,420
6500305,2017,396
6500310,2017,575
6500010,2017,564
770015,2017,404
770305,2017,360
780005,2017,483
6550405,2017,523
790035,2017,463
790045,2017,508
790030,2017,280
790020,2017,546
790410,2017,901
4070405,2017,292
6580310,2017,704
6580005,2017,373
6580305,2017,617
6580030,2017,496
820004,2017,706
820305,2017,751
830505,2017,1051
830010,2017,690
870305,2017,628
870010,2017,269
870015,2017,300
850005,2017,182
860005,2017,194
860010,2017,256
860020,2017,192
860305,2017,449
880405,2017,887
880025,2017,835
890005,2017,348
910030,2017,136
930030,2017,65
930028,2017,942
930038,2017,931
930018,2017,878
930058,2017,871
930010,2017,595
930015,2017,564
4100205,2017,957
940010,2017,436
940305,2017,458
940030,2017,514
950009,2017,725
950017,2017,624
950140,2017,293
950045,2017,546
950013,2017,597
950011,2017,713
950320,2017,770
950315,2017,622
950005,2017,763
950335,2017,27
950145,2017,304
950130,2017,523
950340,2017,32
950305,2017,546
950065,2017,768
960005,2017,351
960405,2017,568
960305,2017,589
960020,2017,464
960030,2017,312
960015,2017,300
6620020,2017,114
970315,2017,559
970016,2017,642
970340,2017,673
970048,2017,716
970043,2017,622
970060,2017,677
980005,2017,81
4130505,2017,220
990050,2017,243
990405,2017,816
990015,2017,311
990020,2017,394
4460550,2017,1261
1000035,2017,692
1000006,2017,515
1000302,2017,546
1000007,2017,479
1000305,2017,465
1000015,2017,573
1000045,2017,393
1000050,2017,557
1000039,2017,503
1000310,2017,724
1000055,2017,576
4780505,2017,395
1010040,2017,464
1010035,2017,272
1010012,2017,413
1010405,2017,466
1010013,2017,360
1010010,2017,329
1010030,2017,413
1010032,2017,365
1010310,2017,460
6650002,2017,417
6650001,2017,400
6650305,2017,739
6650015,2017,473
6700505,2017,611
1030001,2017,579
1030505,2017,711
1030405,2017,547
6720059,2017,116
6720405,2017,208
6720143,2017,297
1050305,2017,231
1050010,2017,697
6740005,2017,117
6740310,2017,238
6740050,2017,217
4960305,2017,507
1070010,2017,355
1070020,2017,235
1070042,2017,213
1070305,2017,637
1070045,2017,220
1070050,2017,356
1100305,2017,485
1100200,2017,679
1100030,2017,597
1110004,2017,169
1110505,2017,381
1110010,2017,206
1140025,2017,243
1140010,2017,234
1140505,2017,448
1140305,2017,394
1140035,2017,215
6730010,2017,478
6730305,2017,791
6730005,2017,280
1170015,2017,304
1170505,2017,258
1180005,2017,592
6750007,2017,255
6750010,2017,254
6750310,2017,407
6750015,2017,292
4990305,2017,478
6800005,2017,247
6800030,2017,339
6800050,2017,303
6800305,2017,222
6800310,2017,534
6830505,2017,741
1210005,2017,36
1220004,2017,424
1220305,2017,834
1220015,2017,228
1250505,2017,684
1250005,2017,433
1270005,2017,244
1270505,2017,198
1280008,2017,616
1280035,2017,416
1280100,2017,1017
1280050,2017,497
1280026,2017,519
1280033,2017,46
1280085,2017,509
1280054,2017,510
1280073,2017,51
1280075,2017,540
6850005,2017,105
4190305,2017,217
4550050,2017,306
4500105,2017,218
1310005,2017,543
1310410,2017,1097
1310019,2017,470
1310020,2017,512
1310010,2017,470
1330505,2017,465
1330018,2017,427
1330025,2017,278
1350005,2017,237
1360007,2017,682
1360305,2017,663
1370045,2017,501
1370070,2017,289
1370040,2017,544
1370055,2017,559
1370015,2017,414
1370060,2017,459
1370025,2017,413
1370030,2017,366
4530005,2017,702
1380505,2017,524
1380010,2017,549
1390010,2017,488
1390015,2017,497
1390305,2017,870
1410030,2017,487
1410410,2017,638
1410015,2017,325
1410505,2017,943
1410007,2017,250
1420015,2017,415
1420305,2017,204
4350305,2017,792
1440305,2017,458
1440007,2017,394
1440015,2017,383
6900510,2017,776
1450020,2017,580
4630205,2017,505
4290010,2017,1196
1480005,2017,206
1490015,2017,514
1490017,2017,571
1490009,2017,587
1490053,2017,639
1490080,2017,751
1490040,2017,484
1490525,2017,476
1490022,2017,520
1490025,2017,498
1490075,2017,363
1490048,2017,500
1490027,2017,527
1490018,2017,599
1490537,2017,176
1490004,2017,711
1490085,2017,458
1490090,2017,322
1490049,2017,345
4540205,2017,717
1500025,2017,336
1500505,2017,349
1510005,2017,359
1510015,2017,402
1520505,2017,455
1520015,2017,310
1530007,2017,687
1530010,2017,567
1530025,2017,630
1530030,2017,692
1530045,2017,482
1530320,2017,884
1540005,2017,136
1550008,2017,567
1550006,2017,565
1550015,2017,479
1550030,2017,465
1550305,2017,891
1550010,2017,535
1550035,2017,455
1550310,2017,852
1570305,2017,249
1570006,2017,322
1570025,2017,629
1580305,2017,351
1580015,2017,387
1590005,2017,426
1590010,2017,404
1590017,2017,334
1590305,2017,344
1590025,2017,386
1600020,2017,502
1600310,2017,545
1600090,2017,530
1600030,2017,528
1600080,2017,504
1600345,2017,691
1600002,2017,505
1600015,2017,501
1600330,2017,618
1600315,2017,696
1600340,2017,670
1600050,2017,484
1600010,2017,496
1600360,2017,673
1600085,2017,18
1600027,2017,249
1600036,2017,505
1600040,2017,549
1600018,2017,498
1600005,2017,607
1600075,2017,492
1600055,2017,258
4560050,2017,817
1610020,2017,346
1610305,2017,684
1610023,2017,366
1620305,2017,388
1620025,2017,400
1630016,2017,484
1630011,2017,259
1630405,2017,1296
1630020,2017,282
1630090,2017,312
1630035,2017,623
1630045,2017,667
1630095,2017,437
1630525,2017,308
1630055,2017,475
1630060,2017,691
1630030,2017,474
1630070,2017,248
1630075,2017,163
1630420,2017,618
1630050,2017,508
1630085,2017,286
1630305,2017,1163
1630100,2017,424
1630005,2017,468
1630080,2017,48
1630040,2017,631
1640010,2017,413
1640405,2017,698
1640020,2017,421
1650003,2017,883
1650013,2017,912
1650027,2017,582
1650047,2017,897
1650057,2017,1217
6980020,2017,225
6980030,2017,386
6980010,2017,361
1670035,2017,1012
1670014,2017,835
1680020,2017,341
1680010,2017,167
1680005,2017,267
1680300,2017,503
1680016,2017,668
4640305,2017,230
1690005,2017,458
1700045,2017,1285
1700030,2017,836
1700008,2017,621
1700025,2017,528
1710015,2017,379
1710005,2017,254
1710310,2017,1016
1710020,2017,423
1710025,2017,442
1710010,2017,361
4660550,2017,173
4920005,2017,366
7050405,2017,649
1720020,2017,277
1720035,2017,494
39010900,2017,667
4690505,2017,1145
1730005,2017,235
1730010,2017,212
1740305,2017,435
1740010,2017,502
1740505,2017,502
1750005,2017,369
1750007,2017,348
1750305,2017,626
1760130,2017,497
1760140,2017,426
1760068,2017,544
1760320,2017,476
1760315,2017,506
1760150,2017,585
1770015,2017,501
1770305,2017,710
1780017,2017,251
1780025,2017,265
1780020,2017,430
1780305,2017,772
1780035,2017,429
1780050,2017,373
7100179,2017,428
7100001,2017,437
7100015,2017,780
1810050,2017,1115
1810060,2017,1349
1810030,2017,1242
1810055,2017,1299
1820008,2017,578
1820305,2017,774
1820010,2017,586
1840005,2017,478
1850305,2017,968
1850090,2017,983
1860017,2017,563
1860505,2017,727
1860025,2017,437
1870005,2017,504
1870020,2017,429
1890410,2017,915
1890005,2017,705
1890007,2017,505
1890010,2017,589
1890020,2017,435
7170005,2017,259
7170010,2017,112
7170505,2017,422
7170020,2017,143
7120001,2017,273
7120002,2017,566
7120515,2017,599
7120315,2017,426
1910310,2017,313
1910025,2017,379
7150505,2017,562
4700105,2017,1486
1960010,2017,142
1970010,2017,328
1970005,2017,717
7200005,2017,277
7200305,2017,421
7200003,2017,163
7250020,2017,609
7250025,2017,774
7250310,2017,287
7250305,2017,247
7250010,2017,485
1980005,2017,624
1980010,2017,515
1980305,2017,649
1980031,2017,222
1980035,2017,417
1980043,2017,434
1980310,2017,947
6600305,2017,535
1990005,2017,553
1990410,2017,421
1990035,2017,472
1990020,2017,392
1990050,2017,720
1990405,2017,876
1990040,2017,495
4440205,2017,457
2010095,2017,783
2010063,2017,548
2010140,2017,297
2010105,2017,381
2010123,2017,721
2010010,2017,331
2010015,2017,289
2010075,2017,288
2010020,2017,275
2010078,2017,622
2010040,2017,364
2010130,2017,233
2010115,2017,297
2010050,2017,338
2010070,2017,373
2010405,2017,885
2010410,2017,1125
2010124,2017,247
2010415,2017,792
2010045,2017,816
2010125,2017,217
2010510,2017,63
2010515,2017,110
2010135,2017,231
35130305,2017,313
7280015,2017,169
2040030,2017,331
2040005,2017,643
2040305,2017,542
2070005,2017,421
2070305,2017,525
2070015,2017,417
2070020,2017,402
2070025,2017,400
2070310,2017,774
2070040,2017,436
2070315,2017,919
2070055,2017,446
2070075,2017,417
2070120,2017,312
2070070,2017,346
2070080,2017,507
2070105,2017,454
2070320,2017,639
2070100,2017,299
2070115,2017,313
2070125,2017,293
2070130,2017,337
2080005,2017,495
2090035,2017,389
2090008,2017,336
2090505,2017,439
2090015,2017,302
2110018,2017,552
2110001,2017,549
2110010,2017,477
2110015,2017,296
2110305,2017,1139
2110020,2017,362
2120007,2017,395
2120030,2017,337
2120010,2017,282
2120013,2017,683
2120305,2017,1073
2120015,2017,312
2150015,2017,329
2150505,2017,230
7350010,2017,216
7350030,2017,490
7350310,2017,526
7350005,2017,427
7350035,2017,563
2170003,2017,322
2170010,2017,341
2170005,2017,446
2170305,2017,576
2100005,2017,266
2100020,2017,330
2100410,2017,638
2100025,2017,339
2100029,2017,228
2130015,2017,239
2130003,2017,261
2130014,2017,269
2130020,2017,303
2130305,2017,641
2140305,2017,766
2140001,2017,527
2180060,2017,373
2180015,2017,401
2180010,2017,368
2180305,2017,596
2190005,2017,475
2190405,2017,519
2190020,2017,489
2200005,2017,285
2200025,2017,246
2200010,2017,202
2200305,2017,753
2200015,2017,340
2200020,2017,234
2210005,2017,437
7400405,2017,491
2230010,2017,332
2240005,2017,215
2260005,2017,417
2260505,2017,538
2260405,2017,424
2270305,2017,248
2270008,2017,693
2270505,2017,486
2290005,2017,369
2290015,2017,386
2290305,2017,1339
2290007,2017,275
2290016,2017,353
2290035,2017,465
2290010,2017,619
2290045,2017,238
2290027,2017,372
2300005,2017,132
2310003,2017,514
2310010,2017,435
2310015,2017,576
2310305,2017,504
7450015,2017,348
7450005,2017,506
7450010,2017,243
7450405,2017,461
2340005,2017,124
4940205,2017,543
35060505,2017,322
7500006,2017,176
7500008,2017,186
7500007,2017,39
7500505,2017,409
7500009,2017,57
4970205,2017,471
4790505,2017,398
2360010,2017,282
2360065,2017,439
2360035,2017,469
2360305,2017,555
2360055,2017,417
2360045,2017,209
2360105,2017,362
2360090,2017,235
2360310,2017,629
2360100,2017,323
2380010,2017,408
2380005,2017,306
2390005,2017,248
2390011,2017,412
2390010,2017,210
2390012,2017,566
2390015,2017,304
2390030,2017,591
2390405,2017,997
2390305,2017,837
2390046,2017,549
2390047,2017,389
2400010,2017,209
4870550,2017,1135
2420020,2017,129
7530005,2017,194
7530010,2017,316
7530025,2017,149
7530405,2017,424
7530030,2017,368
7780305,2017,237
7780005,2017,472
7780010,2017,326
2430040,2017,268
2430305,2017,470
2430020,2017,350
2430310,2017,375
2430315,2017,639
2430025,2017,342
2430055,2017,575
2430075,2017,323
2430035,2017,508
2430060,2017,350
2430065,2017,429
2430325,2017,335
2430320,2017,340
2430090,2017,428
2430095,2017,338
2430110,2017,338
7550505,2017,635
2440020,2017,296
2440018,2017,484
2440015,2017,434
2440040,2017,320
2440410,2017,610
2460002,2017,384
2460305,2017,466
2460005,2017,383
2460017,2017,423
2460010,2017,425
2460310,2017,572
2460020,2017,315
2480003,2017,730
2480025,2017,669
2480013,2017,370
2480056,2017,843
2480057,2017,541
2480050,2017,494
2480014,2017,593
2480035,2017,696
2480305,2017,557
2490005,2017,173
4830305,2017,665
4820050,2017,288
2500005,2017,466
2510060,2017,332
2510305,2017,680
2510020,2017,275
2510025,2017,304
2520005,2017,407
2520305,2017,227
2530005,2017,59
4840505,2017,1306
4410505,2017,1576
2580003,2017,327
2580015,2017,239
2580305,2017,545
2580030,2017,287
2580025,2017,444
2580050,2017,372
2580070,2017,479
4850485,2017,442
2610025,2017,903
2610305,2017,470
2620305,2017,652
2620067,2017,206
2620040,2017,235
2620050,2017,214
2620065,2017,508
2630010,2017,49
2640007,2017,363
2640305,2017,521
2640010,2017,313
2640015,2017,463
2640020,2017,427
2650405,2017,519
2650007,2017,437
2650015,2017,415
4860105,2017,667
2660005,2017,525
2660010,2017,457
2660015,2017,529
2660305,2017,899
2690010,2017,429
2710015,2017,409
2710020,2017,722
2710030,2017,1003
2710305,2017,977
2710035,2017,372
2710025,2017,366
2720005,2017,121
4770010,2017,567
7600405,2017,569
4740505,2017,370
2730005,2017,404
2730008,2017,506
2730305,2017,616
2730015,2017,266
2740087,2017,564
2740075,2017,428
2740015,2017,236
2740111,2017,725
2740083,2017,471
2740410,2017,16
2740115,2017,377
2740120,2017,462
2780305,2017,552
2780020,2017,428
4880550,2017,758
2750005,2017,520
2760050,2017,245
2760020,2017,298
2760305,2017,459
2770005,2017,421
2770315,2017,509
2770020,2017,431
7650505,2017,292
7650018,2017,90
7650035,2017,330
7660215,2017,82
7660315,2017,392
7660505,2017,737
7670008,2017,212
7670415,2017,414
7670040,2017,430
2810095,2017,411
2810175,2017,276
2810165,2017,270
2810360,2017,46
2810025,2017,323
2810365,2017,298
2810366,2017,317
2810367,2017,285
2810475,2017,337
2810035,2017,477
2810010,2017,788
2810030,2017,379
2810325,2017,714
2810075,2017,315
2810080,2017,594
2810195,2017,731
2810065,2017,301
2810068,2017,359
2810050,2017,323
2810085,2017,436
2810100,2017,666
2810328,2017,435
2810320,2017,672
2810110,2017,306
2810115,2017,288
2810120,2017,404
2810330,2017,643
2810125,2017,332
2810140,2017,266
2810155,2017,308
2810145,2017,446
2810023,2017,576
2810055,2017,775
2810020,2017,333
2810355,2017,246
2810005,2017,54
2810345,2017,56
2810350,2017,288
2810160,2017,576
2810205,2017,713
2810015,2017,323
2810480,2017,330
2810485,2017,365
2810180,2017,279
2810185,2017,434
2810190,2017,449
2810045,2017,298
2840005,2017,266
2840025,2017,368
2840030,2017,334
2840405,2017,706
2850010,2017,248
2850025,2017,363
2850014,2017,378
2850405,2017,797
2850015,2017,255
2850020,2017,363
2870005,2017,917
2880305,2017,977
2880025,2017,357
2880015,2017,487
2880010,2017,387
2880030,2017,595
2890005,2017,257
2900005,2017,331
2900305,2017,375
2910005,2017,206
2910010,2017,297
2910020,2017,278
2910305,2017,773
2920006,2017,299
2920305,2017,497
2920020,2017,220
7700405,2017,582
2930315,2017,804
2930010,2017,607
2930007,2017,333
2930027,2017,610
2930057,2017,246
2930035,2017,292
2930305,2017,453
2930008,2017,529
2930042,2017,722
2930015,2017,489
2930505,2017,2502
39020900,2017,1119
2950023,2017,536
2950305,2017,617
2950025,2017,255
2950020,2017,257
2960005,2017,321
2980005,2017,244
2980010,2017,382
7730020,2017,440
7730025,2017,471
7730015,2017,494
7730405,2017,394
3000005,2017,116
3010020,2017,787
3010305,2017,419
4800405,2017,472
35050405,2017,744
7740010,2017,44
7740020,2017,349
3040015,2017,419
3040020,2017,411
4980405,2017,313
7750310,2017,402
7750315,2017,377
7750018,2017,456
7750020,2017,507
7750060,2017,360
7750027,2017,392
7750032,2017,492
7750305,2017,809
7750040,2017,495
7750045,2017,395
3050005,2017,442
3050310,2017,1085
3050020,2017,223
3050040,2017,201
3050015,2017,442
3060005,2017,164
3070305,2017,480
3070010,2017,378
3070310,2017,446
3070005,2017,428
3070015,2017,456
3070018,2017,442
3080032,2017,432
3080065,2017,445
3080060,2017,448
3080404,2017,505
3080415,2017,586
3080040,2017,523
3080050,2017,439
3080005,2017,457
3090020,2017,414
3090505,2017,475
3090305,2017,337
3100017,2017,507
3100305,2017,767
3140015,2017,296
3140020,2017,633
3140025,2017,432
3140305,2017,569
3150005,2017,539
3150015,2017,386
3150020,2017,257
3150305,2017,636
3160015,2017,845
3160315,2017,566
3170050,2017,222
3170025,2017,251
3170020,2017,308
3170015,2017,441
3170005,2017,379
3170045,2017,368
3170048,2017,392
3170305,2017,1145
3180005,2017,113
3220005,2017,402
3220505,2017,513
3230305,2017,270
3230003,2017,257
3230505,2017,619
3320010,2017,462
3320025,2017,236
3320030,2017,163
3320007,2017,515
3320040,2017,227
3320305,2017,912
3210010,2017,341
3210025,2017,486
3210005,2017,400
3210045,2017,889
3210305,2017,636
3250020,2017,218
3250015,2017,251
3250025,2017,396
3250033,2017,394
3250305,2017,640
3250036,2017,433
3250055,2017,184
3250310,2017,590
3250040,2017,453
3260004,2017,356
3260310,2017,614
3260007,2017,357
3260045,2017,336
3260330,2017,691
3270005,2017,130
3300010,2017,285
3300012,2017,347
3300305,2017,514
3300015,2017,302
3310030,2017,491
3310515,2017,576
3350010,2017,223
3350012,2017,244
3350305,2017,795
3350017,2017,293
3350015,2017,222
3350025,2017,344
3360310,2017,939
3360005,2017,317
3360050,2017,240
3360065,2017,220
3360020,2017,916
3360085,2017,282
3360060,2017,231
3360105,2017,345
3360110,2017,294
3360080,2017,353
3370005,2017,129
7800315,2017,402
7800035,2017,343
7800030,2017,495
7800010,2017,561
7800310,2017,599
3400020,2017,158
3410010,2017,450
3420060,2017,270
3420025,2017,359
3420080,2017,254
3420330,2017,869
3420020,2017,412
3430315,2017,296
3430050,2017,281
3440045,2017,440
3440005,2017,410
3440020,2017,546
3440305,2017,1133
3440040,2017,404
3440025,2017,422
3460020,2017,458
3460305,2017,465
3470040,2017,457
3470410,2017,498
3470020,2017,208
3470005,2017,321
3470405,2017,507
3470025,2017,224
3470055,2017,322
3470065,2017,246
3470043,2017,331
3470060,2017,181
3480020,2017,558
3480405,2017,563
3480035,2017,259
3480045,2017,376
3480052,2017,464
3480053,2017,497
3480350,2017,532
3480055,2017,203
3480060,2017,476
3480095,2017,499
3480090,2017,404
3480415,2017,997
3480177,2017,299
3480110,2017,596
3480100,2017,517
3480115,2017,409
3480136,2017,269
3480140,2017,442
3480145,2017,299
3480160,2017,285
3480175,2017,337
3480185,2017,242
3480200,2017,454
3480202,2017,566
3480210,2017,805
3480215,2017,412
3480220,2017,654
3480423,2017,863
3480230,2017,385
3480235,2017,376
3480240,2017,521
3480285,2017,254
3480280,2017,561
3480026,2017,147
3480260,2017,341
3480030,2017,627
3480225,2017,405
3480420,2017,816
3490010,2017,60
3500010,2017,439
3500003,2017,592
