school_id,year,first_lang_not_eng_num,first_lang_not_eng_per,ELL_num,ELL_per,disabilities_num,disabilities_per,low_inc_num,low_inc_per
2010125,2017,63,29,53,24.4,30,13.8,138,63.6
2010510,2017,14,22.2,8,12.7,59,93.7,53,84.1
2010515,2017,27,24.5,7,6.4,30,27.3,94,85.5
2010135,2017,37,16,34,14.7,30,13,133,57.6
35130305,2017,15,4.8,14,4.5,25,8,147,47
7280015,2017,1,0.6,0,0,30,17.8,64,37.9
2040030,2017,12,3.6,3,0.9,65,19.6,23,6.9
2040005,2017,30,4.7,9,1.4,109,17,59,9.2
2040505,2017,23,3,5,0.6,81,10.4,82,10.5
2040305,2017,13,2.4,3,0.6,78,14.4,42,7.7
2070005,2017,69,16.4,26,6.2,74,17.6,14,3.3
2070305,2017,133,25.3,29,5.5,115,21.9,61,11.6
2070015,2017,149,35.7,55,13.2,57,13.7,43,10.3
2070020,2017,90,22.4,45,11.2,63,15.7,28,7
2070025,2017,65,16.3,32,8,59,14.8,28,7
2070310,2017,199,25.7,17,2.2,170,22,49,6.3
2070040,2017,161,36.9,75,17.2,83,19,47,10.8
2070315,2017,158,17.2,32,3.5,168,18.3,86,9.4
2070055,2017,71,15.9,30,6.7,74,16.6,38,8.5
2070075,2017,107,25.7,39,9.4,62,14.9,41,9.8
2070120,2017,78,25,15,4.8,40,12.8,11,3.5
2070070,2017,122,35.3,67,19.4,76,22,72,20.8
2070080,2017,80,15.8,36,7.1,43,8.5,17,3.4
2070105,2017,190,41.9,61,13.4,77,17,38,8.4
2070108,2017,94,48.7,0,0,133,68.9,25,13
2070505,2017,371,17.5,58,2.7,522,24.6,221,10.4
2070510,2017,480,25.9,65,3.5,330,17.8,162,8.8
2070320,2017,186,29.1,47,7.4,126,19.7,65,10.2
2070100,2017,32,10.7,19,6.4,37,12.4,17,5.7
2070115,2017,75,24,32,10.2,38,12.1,40,12.8
2070125,2017,91,31.1,32,10.9,37,12.6,17,5.8
2070130,2017,72,21.4,47,13.9,41,12.2,33,9.8
2080005,2017,7,1.4,3,0.6,74,14.9,30,6.1
2080015,2017,18,4.1,14,3.2,59,13.3,28,6.3
9150705,2017,0,0,0,0,93,17.4,75,14
2090035,2017,2,0.5,1,0.3,114,29.3,251,64.5
2090008,2017,1,0.3,1,0.3,104,31,215,64
2090505,2017,5,1.1,1,0.2,104,23.7,234,53.3
2090015,2017,20,6.6,17,5.6,49,16.2,166,55
2110018,2017,37,6.7,2,0.4,66,12,32,5.8
2110001,2017,80,14.6,29,5.3,107,19.5,135,24.6
2110010,2017,38,8,8,1.7,76,15.9,33,6.9
2110015,2017,14,4.7,5,1.7,40,13.5,28,9.5
2110505,2017,93,6.7,7,0.5,151,10.9,150,10.8
2110305,2017,80,7,11,1,164,14.4,142,12.5
2110020,2017,41,11.3,26,7.2,51,14.1,87,24
2120007,2017,30,7.6,26,6.6,36,9.1,40,10.1
2120030,2017,40,11.9,31,9.2,94,27.9,134,39.8
2120010,2017,14,5,6,2.1,36,12.8,47,16.7
2120013,2017,45,6.6,21,3.1,108,15.8,85,12.4
2120505,2017,62,5.3,18,1.5,140,12,144,12.4
2120020,2017,31,22.8,0,0,21,15.4,30,22.1
2120305,2017,59,5.5,25,2.3,155,14.4,145,13.5
2120015,2017,19,6.1,13,4.2,33,10.6,34,10.9
2150015,2017,0,0,0,0,41,12.5,118,35.9
2150505,2017,5,2.2,0,0,28,12.2,79,34.3
7350010,2017,0,0,0,0,60,27.8,54,25
7350030,2017,10,2,5,1,82,16.7,88,18
7350310,2017,4,0.8,0,0,115,21.9,65,12.4
7350505,2017,15,1.9,5,0.6,109,13.7,100,12.6
7350515,2017,0,0,0,0,10,100,8,80
7350005,2017,20,4.7,15,3.5,66,15.5,96,22.5
7350002,2017,1,1.3,0,0,37,46.8,18,22.8
7350035,2017,1,0.2,0,0,113,20.1,109,19.4
2170003,2017,3,0.9,3,0.9,68,21.1,36,11.2
2170010,2017,2,0.6,1,0.3,65,19.1,39,11.4
2170005,2017,3,0.7,2,0.4,51,11.4,24,5.4
2170505,2017,11,1.4,4,0.5,126,15.5,48,5.9
2170305,2017,7,1.2,3,0.5,115,20,34,5.9
2100005,2017,40,15,32,12,69,25.9,90,33.8
2100020,2017,63,19.1,28,8.5,44,13.3,90,27.3
2100410,2017,50,7.8,17,2.7,147,23,172,27
2100025,2017,20,5.9,10,2.9,55,16.2,81,23.9
2100505,2017,69,7.9,18,2.1,131,15,163,18.6
2100029,2017,20,8.8,11,4.8,45,19.7,86,37.7
4060705,2017,20,4.1,12,2.5,175,36,151,31.1
7300505,2017,134,9.3,17,1.2,163,11.3,80,5.5
2130015,2017,53,22.2,13,5.4,37,15.5,43,18
2130003,2017,27,10.3,23,8.8,40,15.3,32,12.3
2130014,2017,50,18.6,20,7.4,47,17.5,22,8.2
2130020,2017,35,11.6,18,5.9,62,20.5,19,6.3
2130305,2017,79,12.3,13,2,111,17.3,51,8
2140005,2017,29,7.4,27,6.9,81,20.8,128,32.8
2140505,2017,19,3.3,6,1,77,13.2,140,24
2140305,2017,16,2.1,10,1.3,135,17.6,193,25.2
2140001,2017,28,5.3,16,3,90,17.1,178,33.8
8530605,2017,241,19.1,23,1.8,293,23.2,388,30.8
8510605,2017,0,0,0,0,93,19.2,146,30.2
2180060,2017,12,3.2,8,2.1,72,19.3,64,17.2
2180015,2017,3,0.7,2,0.5,63,15.7,68,17
2180010,2017,13,3.5,13,3.5,85,23.1,99,26.9
2180505,2017,8,1,5,0.7,105,13.8,104,13.6
2180305,2017,6,1,2,0.3,106,17.8,76,12.8
2190005,2017,14,2.9,2,0.4,64,13.5,23,4.8
2190505,2017,5,0.7,0,0,71,10,25,3.5
2190405,2017,9,1.7,0,0,84,16.2,18,3.5
2190020,2017,3,0.6,1,0.2,73,14.9,10,2
2200005,2017,93,32.6,48,16.8,59,20.7,100,35.1
2200025,2017,49,19.9,25,10.2,40,16.3,31,12.6
2200010,2017,46,22.8,31,15.3,51,25.2,64,31.7
2200305,2017,113,15,17,2.3,129,17.1,158,21
2200015,2017,52,15.3,34,10,78,22.9,67,19.7
2200075,2017,101,25.6,58,14.7,71,18,99,25.1
2200020,2017,36,15.4,14,6,45,19.2,59,25.2
2200505,2017,133,13.9,41,4.3,149,15.6,195,20.4
2210005,2017,87,19.9,73,16.7,78,17.8,97,22.2
8550605,2017,1,0.2,1,0.2,129,23.6,96,17.6
7400505,2017,7,0.9,0,0,83,11.1,59,7.9
7400405,2017,5,1,0,0,68,13.8,61,12.4
2230010,2017,8,2.4,7,2.1,93,28,170,51.2
2230015,2017,2,0.7,2,0.7,57,19.2,171,57.6
2240005,2017,8,3.7,7,3.3,35,16.3,47,21.9
2260010,2017,2,0.6,2,0.6,54,16.2,110,32.9
2260005,2017,0,0,0,0,48,11.5,142,34.1
2260505,2017,13,2.4,4,0.7,74,13.8,187,34.8
2260405,2017,7,1.7,1,0.2,69,16.3,135,31.8
2260305,2017,0,0,0,0,12,48,14,56
2270305,2017,4,1.6,2,0.8,48,19.4,102,41.1
2270008,2017,23,3.3,20,2.9,120,17.3,304,43.9
2270505,2017,17,3.5,5,1,90,18.5,149,30.7
8600605,2017,1,0.2,0,0,159,25.7,226,36.6
35010505,2017,123,37.5,34,10.4,58,17.7,228,69.5
2290005,2017,29,7.9,17,4.6,113,30.6,108,29.3
2290015,2017,40,10.4,27,7,57,14.8,119,30.8
2290305,2017,116,8.7,74,5.5,246,18.4,365,27.3
2290007,2017,1,0.4,0,0,41,14.9,42,15.3
2290016,2017,32,9.1,15,4.2,104,29.5,103,29.2
2290510,2017,83,5.4,81,5.3,296,19.2,422,27.4
2290035,2017,21,4.5,18,3.9,43,9.2,113,24.3
2290010,2017,114,18.4,86,13.9,76,12.3,276,44.6
2290045,2017,1,0.4,1,0.4,32,13.4,38,16
2290027,2017,106,28.5,81,21.8,55,14.8,203,54.6
2300005,2017,1,0.8,0,0,29,22,26,19.7
2310003,2017,7,1.4,7,1.4,69,13.4,109,21.2
2310010,2017,4,0.9,4,0.9,54,12.4,35,8
2310015,2017,13,2.3,7,1.2,76,13.2,70,12.2
2310305,2017,3,0.6,1,0.2,68,13.5,62,12.3
2310505,2017,3,0.3,1,0.1,100,10.3,104,10.7
7450020,2017,0,0,0,0,46,22.3,31,15
7450015,2017,0,0,0,0,74,21.3,24,6.9
7450005,2017,2,0.4,2,0.4,109,21.5,53,10.5
7450010,2017,0,0,0,0,56,23,47,19.3
7450405,2017,1,0.2,1,0.2,84,18.2,41,8.9
7450505,2017,1,0.1,1,0.1,83,11.3,64,8.7
2340005,2017,0,0,0,0,20,16.1,22,17.7
35080505,2017,31,16.1,29,15,60,31.1,157,81.3
4930505,2017,110,64.7,93,54.7,19,11.2,57,33.5
4940205,2017,380,70,187,34.4,44,8.1,207,38.1
35060505,2017,165,51.2,82,25.5,37,11.5,93,28.9
7500006,2017,2,1.1,0,0,36,20.5,55,31.3
7500008,2017,3,1.6,0,0,31,16.7,46,24.7
7500007,2017,1,2.6,0,0,11,28.2,11,28.2
7500505,2017,2,0.5,0,0,52,12.7,68,16.6
7500009,2017,0,0,0,0,6,10.5,15,26.3
4970205,2017,62,13.2,12,2.5,28,5.9,73,15.5
4790505,2017,0,0,0,0,74,18.6,85,21.4
2360010,2017,23,8.2,17,6,38,13.5,146,51.8
2360065,2017,23,5.2,19,4.3,157,35.8,316,72
2360035,2017,34,7.2,34,7.2,67,14.3,203,43.3
2360305,2017,44,7.9,20,3.6,143,25.8,294,53
2360055,2017,22,5.3,22,5.3,70,16.8,312,74.8
2360505,2017,89,10.3,47,5.5,221,25.7,331,38.4
2360045,2017,3,1.4,0,0,32,15.3,98,46.9
2360105,2017,44,12.2,33,9.1,47,13,286,79
2360090,2017,5,2.1,3,1.3,45,19.1,100,42.6
2360510,2017,36,5.1,9,1.3,124,17.6,287,40.7
2360310,2017,46,7.3,25,4,129,20.5,272,43.2
2360100,2017,17,5.3,16,5,45,13.9,89,27.6
2380010,2017,34,8.3,19,4.7,55,13.5,60,14.7
2380005,2017,27,8.8,9,2.9,51,16.7,46,15
2390005,2017,33,13.3,11,4.4,27,10.9,74,29.8
2390011,2017,6,1.5,0,0,96,23.3,130,31.6
2390010,2017,36,17.1,19,9,37,17.6,110,52.4
2390012,2017,0,0,0,0,75,13.3,102,18
2390015,2017,1,0.3,1,0.3,48,15.8,69,22.7
2390030,2017,37,6.3,13,2.2,72,12.2,139,23.5
2390405,2017,30,3,9,0.9,224,22.5,268,26.9
2390003,2017,2,1.7,0,0,72,62.1,35,30.2
2390505,2017,56,4.3,20,1.5,218,16.7,309,23.6
2390515,2017,5,0.5,0,0,213,20.8,169,16.5
2390305,2017,7,0.8,0,0,164,19.6,157,18.8
2390046,2017,1,0.2,0,0,83,15.1,126,23
2390047,2017,6,1.5,1,0.3,72,18.5,105,27
2400010,2017,0,0,0,0,34,16.3,42,20.1
4870550,2017,509,44.8,141,12.4,168,14.8,430,37.9
2420020,2017,28,21.7,22,17.1,24,18.6,48,37.2
7530005,2017,1,0.5,0,0,33,17,81,41.8
7530010,2017,3,0.9,1,0.3,61,19.3,60,19
7530515,2017,0,0,0,0,0,0,3,23.1
7530020,2017,0,0,0,0,32,29.6,21,19.4
7530025,2017,1,0.7,0,0,30,20.1,32,21.5
7530505,2017,13,1.9,1,0.1,101,14.9,133,19.7
7530405,2017,2,0.5,0,0,88,20.8,104,24.5
7530030,2017,5,1.4,4,1.1,75,20.4,116,31.5
7780505,2017,22,6,14,3.8,46,12.6,128,35.1
7780305,2017,5,2.1,5,2.1,30,12.7,85,35.9
7780005,2017,18,3.8,16,3.4,82,17.4,217,46
7780010,2017,6,1.8,6,1.8,58,17.8,94,28.8
2430005,2017,73,42.9,0,0,95,55.9,61,35.9
2430040,2017,33,12.3,27,10.1,74,27.6,75,28
2430305,2017,199,42.3,55,11.7,62,13.2,144,30.6
2430020,2017,123,35.1,59,16.9,27,7.7,105,30
2430310,2017,72,19.2,25,6.7,115,30.7,139,37.1
2430315,2017,203,31.8,34,5.3,69,10.8,158,24.7
2430025,2017,84,24.6,49,14.3,47,13.7,78,22.8
2430055,2017,292,50.8,107,18.6,62,10.8,254,44.2
2430075,2017,239,74,149,46.1,37,11.5,160,49.5
2430035,2017,218,42.9,155,30.5,38,7.5,237,46.7
2430060,2017,106,30.3,61,17.4,49,14,87,24.9
2430065,2017,256,59.7,156,36.4,29,6.8,146,34
2430510,2017,541,46.3,132,11.3,147,12.6,387,33.1
2430325,2017,112,33.4,27,8.1,47,14,148,44.2
2430505,2017,366,24.4,113,7.5,290,19.3,522,34.7
2430320,2017,106,31.2,21,6.2,76,22.4,177,52.1
2430090,2017,167,39,85,19.9,152,35.5,245,57.2
2430095,2017,76,22.5,41,12.1,67,19.8,81,24
2430110,2017,202,59.8,120,35.5,21,6.2,121,35.8
7550515,2017,0,0,0,0,0,0,5,13.2
7550505,2017,8,1.3,8,1.3,104,16.4,256,40.3
7550525,2017,6,7.6,6,7.6,1,1.3,24,30.4
2440020,2017,80,27,44,14.9,54,18.2,128,43.2
2440018,2017,135,27.9,46,9.5,180,37.2,254,52.5
2440015,2017,156,35.9,54,12.4,55,12.7,170,39.2
2440040,2017,127,39.7,82,25.6,61,19.1,145,45.3
2440410,2017,230,37.7,58,9.5,131,21.5,265,43.4
2440505,2017,306,45.1,61,9,131,19.3,290,42.7
2460002,2017,8,2.1,6,1.6,29,7.6,28,7.3
2460305,2017,6,1.3,1,0.2,97,20.8,29,6.2
2460005,2017,4,1,2,0.5,66,17.2,25,6.5
2460017,2017,20,4.7,15,3.5,53,12.5,42,9.9
2460010,2017,11,2.6,7,1.6,44,10.4,39,9.2
2460505,2017,26,2.1,5,0.4,229,18.1,75,5.9
2460001,2017,0,0,0,0,22,24.2,7,7.7
2460310,2017,13,2.3,5,0.9,85,14.9,44,7.7
2460020,2017,6,1.9,5,1.6,49,15.6,19,6
2480003,2017,346,47.4,148,20.3,113,15.5,303,41.5
2480025,2017,345,51.6,153,22.9,108,16.1,289,43.2
2480013,2017,211,57,95,25.7,74,20,159,43
2480056,2017,559,66.3,273,32.4,113,13.4,382,45.3
2480057,2017,341,63,78,14.4,52,9.6,213,39.4
2480050,2017,272,55.1,115,23.3,76,15.4,240,48.6
2480505,2017,"1,109",60.4,263,14.3,185,10.1,705,38.4
2480014,2017,302,50.9,14,2.4,122,20.6,250,42.2
2480520,2017,56,46.3,14,11.6,29,24,65,53.7
2480035,2017,452,64.9,197,28.3,84,12.1,306,44
2480305,2017,325,58.3,73,13.1,69,12.4,200,35.9
2490005,2017,0,0,0,0,9,5.2,30,17.3
4830305,2017,3,0.5,0,0,96,14.4,59,8.9
4820050,2017,5,1.7,0,0,35,12.2,18,6.3
2500005,2017,3,0.6,2,0.4,84,18,58,12.4
2510060,2017,36,10.8,21,6.3,34,10.2,128,38.6
2510305,2017,56,8.2,17,2.5,133,19.6,209,30.7
2510020,2017,26,9.5,18,6.5,22,8,97,35.3
2510025,2017,31,10.2,19,6.3,40,13.2,106,34.9
2510505,2017,36,5.1,17,2.4,27,3.8,192,27.3
2520005,2017,3,0.7,3,0.7,68,16.7,78,19.2
2520510,2017,4,1.4,0,0,49,16.7,39,13.3
2520305,2017,1,0.4,0,0,42,18.5,37,16.3
2530005,2017,0,0,0,0,17,28.8,11,18.6
4840505,2017,462,35.4,293,22.4,202,15.5,732,56
4410505,2017,93,5.9,84,5.3,205,13,579,36.7
2580003,2017,45,13.8,18,5.5,73,22.3,148,45.3
2580015,2017,42,17.6,16,6.7,52,21.8,113,47.3
2580305,2017,131,24,45,8.3,116,21.3,258,47.3
2580030,2017,62,21.6,33,11.5,34,11.8,157,54.7
2580025,2017,250,56.3,164,36.9,47,10.6,283,63.7
2580510,2017,10,24.4,5,12.2,16,39,26,63.4
2580001,2017,2,2.2,0,0,34,37,43,46.7
2580505,2017,315,33.8,127,13.6,229,24.5,424,45.4
2580515,2017,3,23.1,0,0,12,92.3,8,61.5
2580050,2017,96,25.8,36,9.7,58,15.6,125,33.6
2580070,2017,97,20.3,34,7.1,90,18.8,174,36.3
4850485,2017,78,17.6,45,10.2,0,0,141,31.9
2610002,2017,15,2.3,15,2.3,92,14.3,144,22.4
2610025,2017,7,0.8,6,0.7,154,17.1,152,16.8
2610505,2017,7,1,4,0.6,101,14.2,69,9.7
2610305,2017,6,1.3,3,0.6,81,17.2,69,14.7
2620001,2017,3,2.7,0,0,37,33.6,22,20
2620305,2017,92,14.1,14,2.1,97,14.9,157,24.1
2620067,2017,34,16.5,12,5.8,15,7.3,62,30.1
2620040,2017,42,17.9,14,6,41,17.4,51,21.7
2620050,2017,37,17.3,22,10.3,28,13.1,87,40.7
2620505,2017,87,12.8,15,2.2,87,12.8,174,25.7
2620065,2017,76,15,28,5.5,87,17.1,136,26.8
2630010,2017,0,0,0,0,9,18.4,24,49
2640007,2017,4,1.1,4,1.1,34,9.4,27,7.4
2640305,2017,10,1.9,4,0.8,75,14.4,46,8.8
2640010,2017,6,1.9,3,1,50,16,14,4.5
2640015,2017,4,0.9,2,0.4,56,12.1,68,14.7
2640505,2017,9,1,2,0.2,112,12.3,91,10
2640020,2017,15,3.5,10,2.3,60,14.1,45,10.5
2650405,2017,23,4.4,5,1,87,16.8,75,14.5
2650007,2017,35,8,27,6.2,59,13.5,87,19.9
2650015,2017,23,5.5,13,3.1,57,13.7,51,12.3
2650505,2017,18,3.1,6,1,87,14.9,85,14.6
4860105,2017,283,42.4,174,26.1,98,14.7,369,55.3
2660005,2017,124,23.6,45,8.6,37,7,31,5.9
2660010,2017,135,29.5,25,5.5,44,9.6,29,6.3
2660015,2017,175,33.1,26,4.9,59,11.2,35,6.6
2660505,2017,196,18.5,7,0.7,132,12.5,66,6.2
2660305,2017,236,26.3,14,1.6,117,13,70,7.8
8710605,2017,12,0.9,0,0,321,24,175,13.1
2690010,2017,25,5.8,7,1.6,61,14.2,17,4
2710005,2017,174,54.7,27,8.5,34,10.7,35,11
2710015,2017,168,41.1,32,7.8,48,11.7,65,15.9
2710020,2017,313,43.4,50,6.9,71,9.8,70,9.7
2710030,2017,265,26.4,25,2.5,142,14.2,89,8.9
2710040,2017,110,47.4,44,19,56,24.1,34,14.7
2710305,2017,288,29.5,17,1.7,132,13.5,93,9.5
2710505,2017,407,22.7,45,2.5,207,11.6,143,8
2710035,2017,83,22.3,5,1.3,41,11,22,5.9
2710025,2017,64,17.5,4,1.1,54,14.8,15,4.1
2720005,2017,1,0.8,1,0.8,18,14.9,37,30.6
4770010,2017,39,6.9,22,3.9,0,0,140,24.7
7600505,2017,4,0.3,0,0,206,16.1,190,14.9
7600405,2017,3,0.5,2,0.4,80,14.1,69,12.1
4740505,2017,7,1.9,3,0.8,89,24.1,115,31.1
2730005,2017,8,2,7,1.7,71,17.6,95,23.5
2730008,2017,1,0.2,0,0,51,10.1,115,22.7
2730305,2017,7,1.1,0,0,83,13.5,103,16.7
2730015,2017,7,2.6,7,2.6,27,10.2,65,24.4
7630505,2017,14,1.4,3,0.3,99,9.8,140,13.9
2740087,2017,283,50.2,150,26.6,84,14.9,184,32.6
2740075,2017,213,49.8,92,21.5,104,24.3,229,53.5
2740015,2017,30,12.7,4,1.7,20,8.5,31,13.1
2740005,2017,170,51.2,135,40.7,77,23.2,106,31.9
2740111,2017,516,71.2,207,28.6,123,17,334,46.1
2740510,2017,21,34.4,1,1.6,41,67.2,45,73.8
2740083,2017,85,18,9,1.9,136,28.9,138,29.3
2740410,2017,10,62.5,0,0,10,62.5,10,62.5
2740505,2017,723,57.4,194,15.4,213,16.9,499,39.6
2740115,2017,100,26.5,17,4.5,66,17.5,137,36.3
2740120,2017,278,60.2,137,29.7,136,29.4,229,49.6
2780305,2017,36,6.5,16,2.9,82,14.9,156,28.3
2780020,2017,40,9.3,29,6.8,68,15.9,120,28
2780015,2017,23,6.7,20,5.8,77,22.4,101,29.4
2780505,2017,8,1.5,2,0.4,73,13.4,105,19.3
8290605,2017,144,20.1,53,7.4,318,44.4,273,38.1
4880550,2017,205,27,120,15.8,119,15.7,110,14.5
8730605,2017,1,0.2,0,0,196,30.8,163,25.6
2750005,2017,18,3.5,11,2.1,103,19.8,81,15.6
2760050,2017,30,12.2,17,6.9,33,13.5,10,4.1
2760020,2017,36,12.1,18,6,39,13.1,14,4.7
2760008,2017,23,7.8,22,7.5,43,14.7,12,4.1
2760305,2017,56,12.2,22,4.8,55,12,14,3.1
2770005,2017,103,24.5,89,21.1,72,17.1,291,69.1
2770010,2017,106,42.1,53,21,53,21,180,71.4
2770515,2017,157,30.8,97,19.1,110,21.6,326,64
2770315,2017,127,25,99,19.4,112,22,344,67.6
2770020,2017,132,30.6,112,26,85,19.7,281,65.2
8720605,2017,336,23.7,25,1.8,300,21.2,553,39.1
7650505,2017,12,4.1,4,1.4,53,18.2,86,29.5
7650018,2017,0,0,0,0,1,1.1,21,23.3
7650030,2017,0,0,0,0,0,0,0,0
7650035,2017,16,4.8,10,3,46,13.9,116,35.2
8760605,2017,4,0.4,0,0,163,14.6,298,26.8
7660215,2017,0,0,0,0,19,23.2,20,24.4
7660315,2017,18,4.6,16,4.1,90,23,108,27.6
7660505,2017,18,2.4,6,0.8,140,19,124,16.8
7660010,2017,15,4.4,11,3.3,69,20.4,91,26.9
7670505,2017,5,1.5,2,0.6,40,11.8,111,32.8
7670008,2017,2,0.9,1,0.5,66,31.1,56,26.4
7670415,2017,2,0.5,2,0.5,87,21,143,34.5
7670040,2017,12,2.8,11,2.6,89,20.7,153,35.6
2810095,2017,19,4.6,7,1.7,19,4.6,163,39.7
2810175,2017,59,21.4,33,12,39,14.1,189,68.5
2810165,2017,35,13,21,7.8,43,15.9,208,77
2810360,2017,13,28.3,8,17.4,24,52.2,41,89.1
2810025,2017,124,38.4,86,26.6,47,14.6,296,91.6
2810365,2017,134,45,88,29.5,79,26.5,262,87.9
2810366,2017,127,40.1,84,26.5,67,21.1,269,84.9
2810367,2017,71,24.9,21,7.4,62,21.8,210,73.7
2810475,2017,65,19.3,37,11,52,15.4,231,68.5
2810035,2017,103,21.6,67,14,73,15.3,359,75.3
2810001,2017,29,20.1,0,0,71,49.3,115,79.9
