District Name,Year,school_id,Name,County,Grade,Total,pAA,AA,pAsian,Asian,pHispanic,Hispanic,pMulti,Multi,pNative,Native,pWhite,White
Cambridge,2012,490065,John M Tobin,Middlesex,8,29,59,17,21,6,10,3,0,0,3,1,7,2
Cambridge,2012,490065,John M Tobin,Middlesex,K,17,12,2,41,7,6,1,12,2,0,0,29,5
Cambridge,2012,490065,John M Tobin,Middlesex,PK,143,27,39,14,20,8,12,8,11,0,0,42,60
Cambridge,2012,490080,Graham and Parks,Middlesex,1,41,15,6,12,5,7,3,0,0,0,0,66,27
Cambridge,2012,490080,Graham and Parks,Middlesex,2,46,28,13,11,5,7,3,11,5,0,0,43,20
Cambridge,2012,490080,Graham and Parks,Middlesex,3,40,20,8,10,4,15,6,10,4,3,1,43,17
Cambridge,2012,490080,Graham and Parks,Middlesex,4,46,26,12,11,5,13,6,4,2,0,0,46,21
Cambridge,2012,490080,Graham and Parks,Middlesex,5,50,20,10,16,8,8,4,4,2,2,1,48,24
Cambridge,2012,490080,Graham and Parks,Middlesex,6,45,29,13,20,9,9,4,4,2,0,0,38,17
Cambridge,2012,490080,Graham and Parks,Middlesex,7,42,24,10,12,5,2,1,2,1,0,0,60,25
Cambridge,2012,490080,Graham and Parks,Middlesex,8,42,24,10,7,3,10,4,0,0,0,0,60,25
Cambridge,2012,490080,Graham and Parks,Middlesex,K,36,17,6,6,2,11,4,3,1,0,0,64,23
Cambridge,2012,490080,Graham and Parks,Middlesex,PK,21,10,2,19,4,0,0,24,5,0,0,48,10
Cambridge,2012,490090,Fletcher/Maynard Academy,Middlesex,1,39,33,13,8,3,28,11,5,2,0,0,23,9
Cambridge,2012,490090,Fletcher/Maynard Academy,Middlesex,2,36,47,17,3,1,28,10,6,2,3,1,14,5
Cambridge,2012,490090,Fletcher/Maynard Academy,Middlesex,3,25,40,10,8,2,20,5,4,1,0,0,24,6
Cambridge,2012,490090,Fletcher/Maynard Academy,Middlesex,4,30,57,17,0,0,7,2,3,1,7,2,23,7
Cambridge,2012,490090,Fletcher/Maynard Academy,Middlesex,5,20,70,14,0,0,20,4,5,1,0,0,5,1
Cambridge,2012,490090,Fletcher/Maynard Academy,Middlesex,6,15,67,10,0,0,20,3,7,1,0,0,7,1
Cambridge,2012,490090,Fletcher/Maynard Academy,Middlesex,7,15,53,8,7,1,27,4,0,0,7,1,7,1
Cambridge,2012,490090,Fletcher/Maynard Academy,Middlesex,8,18,56,10,6,1,33,6,0,0,0,0,6,1
Cambridge,2012,490090,Fletcher/Maynard Academy,Middlesex,K,33,36,12,12,4,15,5,9,3,3,1,24,8
Cambridge,2012,490090,Fletcher/Maynard Academy,Middlesex,PK,40,28,11,8,3,8,3,5,2,0,0,50,20
Cambridge,2012,490506,Cambridge Rindge and Latin,Middlesex,9,411,34,141,11,46,13,52,2,8,1,3,39,161
Cambridge,2012,490506,Cambridge Rindge and Latin,Middlesex,10,395,37,147,11,45,16,62,2,8,0,1,33,132
Cambridge,2012,490506,Cambridge Rindge and Latin,Middlesex,11,413,40,167,10,42,13,52,1,5,1,4,35,143
Cambridge,2012,490506,Cambridge Rindge and Latin,Middlesex,12,394,36,143,10,41,14,56,2,7,1,4,36,143
Cambridge,2013,490005,Maria L. Baldwin,Middlesex,Gr.1,29,24,7,10,3,14,4,0,0,0,0,52,15
Cambridge,2013,490005,Maria L. Baldwin,Middlesex,Gr.2,42,26,11,5,2,5,2,10,4,0,0,55,23
Cambridge,2013,490005,Maria L. Baldwin,Middlesex,Gr.3,43,16,7,21,9,5,2,9,4,0,0,47,20
Cambridge,2013,490005,Maria L. Baldwin,Middlesex,Gr.4,39,26,10,8,3,8,3,5,2,0,0,54,21
Cambridge,2013,490005,Maria L. Baldwin,Middlesex,Gr.5,47,28,13,9,4,13,6,13,6,0,0,38,18
Cambridge,2013,490005,Maria L. Baldwin,Middlesex,K,52,21,11,13,7,12,6,12,6,0,0,42,22
Cambridge,2013,490005,Maria L. Baldwin,Middlesex,PK,52,10,5,13,7,13,7,10,5,0,0,54,28
Cambridge,2013,490006,Amigos School,Middlesex,Gr.1,41,5,2,2,1,39,16,7,3,0,0,44,18
Cambridge,2013,490006,Amigos School,Middlesex,Gr.2,41,5,2,2,1,29,12,15,6,0,0,49,20
Cambridge,2013,490006,Amigos School,Middlesex,Gr.3,35,3,1,9,3,46,16,17,6,0,0,26,9
Cambridge,2013,490006,Amigos School,Middlesex,Gr.4,33,9,3,3,1,39,13,9,3,0,0,39,13
Cambridge,2013,490006,Amigos School,Middlesex,Gr.5,35,11,4,3,1,43,15,6,2,0,0,37,13
Cambridge,2013,490006,Amigos School,Middlesex,Gr.6,24,8,2,4,1,54,13,4,1,0,0,29,7
Cambridge,2013,490006,Amigos School,Middlesex,Gr.7,25,8,2,0,0,48,12,4,1,0,0,40,10
Cambridge,2013,490006,Amigos School,Middlesex,Gr.8,25,4,1,4,1,48,12,4,1,0,0,40,10
Cambridge,2013,490006,Amigos School,Middlesex,K,54,0,0,2,1,50,27,7,4,0,0,41,22
Cambridge,2013,490006,Amigos School,Middlesex,PK,25,4,1,0,0,44,11,4,1,0,0,48,12
Cambridge,2013,490007,Cambridgeport,Middlesex,Gr.1,36,17,6,3,1,19,7,8,3,0,0,53,19
Cambridge,2013,490007,Cambridgeport,Middlesex,Gr.2,39,18,7,21,8,10,4,3,1,0,0,49,19
Cambridge,2013,490007,Cambridgeport,Middlesex,Gr.3,32,38,12,13,4,13,4,9,3,0,0,28,9
Cambridge,2013,490007,Cambridgeport,Middlesex,Gr.4,33,12,4,3,1,12,4,12,4,0,0,61,20
Cambridge,2013,490007,Cambridgeport,Middlesex,Gr.5,31,19,6,16,5,13,4,6,2,0,0,45,14
Cambridge,2013,490007,Cambridgeport,Middlesex,K,37,14,5,16,6,5,2,8,3,0,0,57,21
Cambridge,2013,490007,Cambridgeport,Middlesex,PK,50,16,8,8,4,12,6,8,4,0,0,56,28
Cambridge,2013,490020,Haggerty,Middlesex,Gr.1,43,21,9,16,7,7,3,7,3,0,0,49,21
Cambridge,2013,490020,Haggerty,Middlesex,Gr.2,39,38,15,8,3,3,1,8,3,0,0,41,16
Cambridge,2013,490020,Haggerty,Middlesex,Gr.3,35,31,11,14,5,3,1,3,1,0,0,49,17
Cambridge,2013,490020,Haggerty,Middlesex,Gr.4,30,27,8,10,3,0,0,17,5,0,0,47,14
Cambridge,2013,490020,Haggerty,Middlesex,Gr.5,42,21,9,17,7,2,1,7,3,2,1,50,21
Cambridge,2013,490020,Haggerty,Middlesex,K,52,25,13,21,11,10,5,6,3,0,0,38,20
Cambridge,2013,490020,Haggerty,Middlesex,PK,11,18,2,36,4,9,1,0,0,0,0,36,4
Cambridge,2013,490030,Martin Luther King Jr.,Middlesex,Gr.1,44,27,12,27,12,9,4,5,2,0,0,32,14
Cambridge,2013,490030,Martin Luther King Jr.,Middlesex,Gr.2,35,49,17,11,4,14,5,11,4,0,0,14,5
Cambridge,2013,490030,Martin Luther King Jr.,Middlesex,Gr.3,30,47,14,13,4,10,3,10,3,0,0,20,6
Cambridge,2013,490030,Martin Luther King Jr.,Middlesex,Gr.4,30,47,14,23,7,13,4,0,0,0,0,17,5
Cambridge,2013,490030,Martin Luther King Jr.,Middlesex,Gr.5,18,50,9,11,2,17,3,0,0,0,0,22,4
Cambridge,2013,490030,Martin Luther King Jr.,Middlesex,K,58,33,19,26,15,7,4,7,4,0,0,28,16
Cambridge,2013,490030,Martin Luther King Jr.,Middlesex,PK,35,23,8,29,10,9,3,14,5,0,0,26,9
Cambridge,2013,490035,King Open,Middlesex,Gr.1,50,10,5,6,3,14,7,14,7,0,0,56,28
Cambridge,2013,490035,King Open,Middlesex,Gr.2,43,28,12,5,2,7,3,9,4,0,0,51,22
Cambridge,2013,490035,King Open,Middlesex,Gr.3,54,19,10,6,3,20,11,7,4,0,0,48,26
Cambridge,2013,490035,King Open,Middlesex,Gr.4,50,26,13,8,4,12,6,6,3,2,1,46,23
Cambridge,2013,490035,King Open,Middlesex,Gr.5,53,30,16,0,0,15,8,4,2,2,1,47,25
Cambridge,2013,490035,King Open,Middlesex,K,61,11,7,7,4,7,4,10,6,0,0,66,40
Cambridge,2013,490035,King Open,Middlesex,PK,34,21,7,12,4,15,5,6,2,3,1,44,15
Cambridge,2013,490040,Kennedy-Longfellow,Middlesex,Gr.1,37,27,10,14,5,16,6,0,0,0,0,43,16
Cambridge,2013,490040,Kennedy-Longfellow,Middlesex,Gr.2,50,34,17,10,5,14,7,2,1,0,0,40,20
Cambridge,2013,490040,Kennedy-Longfellow,Middlesex,Gr.3,41,37,15,10,4,27,11,2,1,0,0,24,10
Cambridge,2013,490040,Kennedy-Longfellow,Middlesex,Gr.4,40,35,14,15,6,10,4,5,2,0,0,33,13
Cambridge,2013,490040,Kennedy-Longfellow,Middlesex,Gr.5,35,40,14,9,3,23,8,0,0,0,0,29,10
Cambridge,2013,490040,Kennedy-Longfellow,Middlesex,K,51,25,13,20,10,14,7,4,2,0,0,37,19
Cambridge,2013,490040,Kennedy-Longfellow,Middlesex,PK,41,27,11,10,4,17,7,7,3,0,0,39,16
Cambridge,2013,490045,Morse,Middlesex,Gr.1,39,31,12,10,4,10,4,15,6,0,0,33,13
Cambridge,2013,490045,Morse,Middlesex,Gr.2,43,37,16,7,3,21,9,16,7,2,1,16,7
Cambridge,2013,490045,Morse,Middlesex,Gr.3,40,28,11,18,7,10,4,8,3,3,1,35,14
Cambridge,2013,490045,Morse,Middlesex,Gr.4,34,47,16,12,4,0,0,9,3,0,0,32,11
Cambridge,2013,490045,Morse,Middlesex,Gr.5,44,30,13,11,5,11,5,7,3,2,1,39,17
Cambridge,2013,490045,Morse,Middlesex,K,64,34,22,17,11,3,2,2,1,0,0,42,27
Cambridge,2013,490045,Morse,Middlesex,PK,35,23,8,23,8,11,4,17,6,0,0,26,9
Cambridge,2013,490050,Peabody,Middlesex,Gr.1,42,19,8,14,6,7,3,17,7,0,0,43,18
Cambridge,2013,490050,Peabody,Middlesex,Gr.2,48,33,16,6,3,13,6,4,2,0,0,42,20
Cambridge,2013,490050,Peabody,Middlesex,Gr.3,46,37,17,7,3,4,2,4,2,0,0,46,21
Cambridge,2013,490050,Peabody,Middlesex,Gr.4,38,47,18,8,3,13,5,5,2,3,1,24,9
Cambridge,2013,490050,Peabody,Middlesex,Gr.5,45,31,14,16,7,4,2,7,3,0,0,42,19
Cambridge,2013,490050,Peabody,Middlesex,K,48,31,15,8,4,8,4,6,3,0,0,46,22
Cambridge,2013,490050,Peabody,Middlesex,PK,40,25,10,5,2,10,4,8,3,0,0,53,21
Cambridge,2013,490065,John M Tobin,Middlesex,Gr.1,36,25,9,11,4,8,3,11,4,0,0,44,16
Cambridge,2013,490065,John M Tobin,Middlesex,Gr.2,36,28,10,25,9,8,3,11,4,0,0,28,10
Cambridge,2013,490065,John M Tobin,Middlesex,Gr.3,28,25,7,14,4,11,3,7,2,0,0,43,12
Cambridge,2013,490065,John M Tobin,Middlesex,Gr.4,28,21,6,21,6,7,2,4,1,7,2,39,11
Cambridge,2013,490065,John M Tobin,Middlesex,Gr.5,20,30,6,35,7,25,5,0,0,0,0,10,2
Cambridge,2013,490065,John M Tobin,Middlesex,K,40,38,15,10,4,8,3,13,5,0,0,33,13
Cambridge,2013,490065,John M Tobin,Middlesex,PK,86,24,21,12,10,8,7,13,11,0,0,43,37
Cambridge,2013,490080,Graham and Parks,Middlesex,Gr.1,50,16,8,16,8,18,9,2,1,0,0,48,24
Cambridge,2013,490080,Graham and Parks,Middlesex,Gr.2,56,14,8,20,11,14,8,0,0,0,0,52,29
Cambridge,2013,490080,Graham and Parks,Middlesex,Gr.3,52,33,17,15,8,6,3,8,4,0,0,38,20
Cambridge,2013,490080,Graham and Parks,Middlesex,Gr.4,49,20,10,14,7,14,7,6,3,2,1,43,21
Cambridge,2013,490080,Graham and Parks,Middlesex,Gr.5,54,26,14,9,5,13,7,4,2,0,0,46,25
Cambridge,2013,490080,Graham and Parks,Middlesex,K,64,13,8,27,17,5,3,8,5,0,0,48,31
Cambridge,2013,490080,Graham and Parks,Middlesex,PK,28,21,6,36,10,14,4,0,0,0,0,29,8
Cambridge,2013,490090,Fletcher/Maynard Academy,Middlesex,Gr.1,27,48,13,4,1,22,6,11,3,0,0,15,4
Cambridge,2013,490090,Fletcher/Maynard Academy,Middlesex,Gr.2,36,31,11,8,3,25,9,6,2,0,0,28,10
Cambridge,2013,490090,Fletcher/Maynard Academy,Middlesex,Gr.3,34,47,16,9,3,26,9,6,2,3,1,9,3
Cambridge,2013,490090,Fletcher/Maynard Academy,Middlesex,Gr.4,20,40,8,5,1,15,3,5,1,0,0,30,6
Cambridge,2013,490090,Fletcher/Maynard Academy,Middlesex,Gr.5,30,57,17,0,0,10,3,3,1,7,2,20,6
Cambridge,2013,490090,Fletcher/Maynard Academy,Middlesex,K,52,31,16,8,4,15,8,8,4,2,1,37,19
Cambridge,2013,490090,Fletcher/Maynard Academy,Middlesex,PK,24,25,6,8,2,21,5,17,4,4,1,25,6
Cambridge,2013,490305,Cambridge Street Upper School,Middlesex,Gr.6,96,34,33,8,8,13,12,6,6,0,0,39,37
Cambridge,2013,490305,Cambridge Street Upper School,Middlesex,Gr.7,82,38,31,10,8,12,10,5,4,1,1,34,28
Cambridge,2013,490305,Cambridge Street Upper School,Middlesex,Gr.8,76,37,28,12,9,17,13,0,0,3,2,30,23
Cambridge,2013,490310,Putnam Avenue Upper School,Middlesex,Gr.6,75,43,32,13,10,12,9,1,1,0,0,31,23
Cambridge,2013,490310,Putnam Avenue Upper School,Middlesex,Gr.7,83,43,36,17,14,11,9,1,1,0,0,28,23
Cambridge,2013,490310,Putnam Avenue Upper School,Middlesex,Gr.8,83,34,28,16,13,14,12,6,5,0,0,29,24
Cambridge,2013,490315,Rindge Avenue Upper School,Middlesex,Gr.6,79,32,25,11,9,15,12,4,3,0,0,38,30
Cambridge,2013,490315,Rindge Avenue Upper School,Middlesex,Gr.7,80,30,24,13,10,10,8,5,4,3,2,40,32
Cambridge,2013,490315,Rindge Avenue Upper School,Middlesex,Gr.8,93,29,27,9,8,6,6,2,2,0,0,54,50
Cambridge,2013,490320,Vassal Lane Upper School,Middlesex,Gr.6,105,28,29,15,16,12,13,8,8,1,1,35,37
Cambridge,2013,490320,Vassal Lane Upper School,Middlesex,Gr.7,108,45,49,18,19,6,6,4,4,0,0,28,30
Cambridge,2013,490320,Vassal Lane Upper School,Middlesex,Gr.8,80,36,29,13,10,11,9,3,2,0,0,38,30
Cambridge,2013,490506,Cambridge Rindge and Latin,Middlesex,Gr.9,450,36,162,8,36,14,64,4,16,1,3,38,169
Cambridge,2013,490506,Cambridge Rindge and Latin,Middlesex,Gr.10,428,34,147,12,53,12,51,2,9,1,3,39,165
Cambridge,2013,490506,Cambridge Rindge and Latin,Middlesex,Gr.11,404,34,136,14,56,16,63,2,8,0,2,34,139
Cambridge,2013,490506,Cambridge Rindge and Latin,Middlesex,Gr.12,396,38,150,10,39,13,50,2,8,1,2,37,147
Cambridge,2013,490506,Cambridge Rindge and Latin,Middlesex,SPED_Beyond_Grade_12,6,50,3,0,0,33,2,0,0,0,0,17,1
Cambridge,2014,490005,Maria L. Baldwin,Middlesex,K,49,6,3,12,6,12,6,4,2,2,1,63,31
Cambridge,2014,490005,Maria L. Baldwin,Middlesex,PK,58,26,15,7,4,10,6,19,11,0,0,38,22
Cambridge,2014,490005,Maria L. Baldwin,Middlesex,Gr.1,46,22,10,15,7,13,6,9,4,0,0,41,19
Cambridge,2014,490005,Maria L. Baldwin,Middlesex,Gr.2,42,24,10,17,7,10,4,2,1,2,1,45,19
Cambridge,2014,490005,Maria L. Baldwin,Middlesex,Gr.3,44,23,10,5,2,7,3,9,4,0,0,57,25
Cambridge,2014,490005,Maria L. Baldwin,Middlesex,Gr.4,43,19,8,21,9,5,2,12,5,0,0,44,19
Cambridge,2014,490005,Maria L. Baldwin,Middlesex,Gr.5,41,22,9,15,6,12,5,2,1,2,1,46,19
Cambridge,2014,490006,Amigos School,Middlesex,K,51,8,4,4,2,35,18,12,6,0,0,41,21
Cambridge,2014,490006,Amigos School,Middlesex,PK,27,4,1,4,1,52,14,7,2,0,0,33,9
Cambridge,2014,490006,Amigos School,Middlesex,Gr.1,49,0,0,0,0,53,26,6,3,0,0,41,20
Cambridge,2014,490006,Amigos School,Middlesex,Gr.2,40,5,2,3,1,40,16,5,2,0,0,45,18
Cambridge,2014,490006,Amigos School,Middlesex,Gr.3,41,5,2,2,1,29,12,17,7,0,0,46,19
Cambridge,2014,490006,Amigos School,Middlesex,Gr.4,29,3,1,3,1,48,14,17,5,0,0,28,8
Cambridge,2014,490006,Amigos School,Middlesex,Gr.5,27,7,2,0,0,41,11,15,4,0,0,37,10
Cambridge,2014,490006,Amigos School,Middlesex,Gr.6,33,9,3,3,1,39,13,9,3,0,0,39,13
Cambridge,2014,490006,Amigos School,Middlesex,Gr.7,22,9,2,5,1,50,11,5,1,0,0,32,7
Cambridge,2014,490006,Amigos School,Middlesex,Gr.8,24,8,2,0,0,46,11,4,1,0,0,42,10
Cambridge,2014,490007,Cambridgeport,Middlesex,K,42,19,8,10,4,5,2,10,4,0,0,57,24
Cambridge,2014,490007,Cambridgeport,Middlesex,PK,53,19,10,9,5,9,5,9,5,2,1,51,27
Cambridge,2014,490007,Cambridgeport,Middlesex,Gr.1,45,18,8,9,4,9,4,9,4,0,0,56,25
Cambridge,2014,490007,Cambridgeport,Middlesex,Gr.2,35,14,5,9,3,20,7,9,3,0,0,49,17
Cambridge,2014,490007,Cambridgeport,Middlesex,Gr.3,41,20,8,15,6,12,5,2,1,0,0,51,21
Cambridge,2014,490007,Cambridgeport,Middlesex,Gr.4,32,44,14,9,3,13,4,9,3,0,0,22,7
Cambridge,2014,490007,Cambridgeport,Middlesex,Gr.5,32,13,4,6,2,9,3,9,3,0,0,63,20
Cambridge,2014,490020,Haggerty,Middlesex,K,47,23,11,15,7,4,2,6,3,0,0,51,24
Cambridge,2014,490020,Haggerty,Middlesex,PK,22,27,6,23,5,0,0,9,2,0,0,41,9
Cambridge,2014,490020,Haggerty,Middlesex,Gr.1,45,24,11,16,7,11,5,16,7,0,0,33,15
Cambridge,2014,490020,Haggerty,Middlesex,Gr.2,36,22,8,14,5,6,2,11,4,0,0,47,17
Cambridge,2014,490020,Haggerty,Middlesex,Gr.3,36,36,13,6,2,6,2,6,2,0,0,44,16
Cambridge,2014,490020,Haggerty,Middlesex,Gr.4,33,36,12,9,3,3,1,3,1,0,0,48,16
Cambridge,2014,490020,Haggerty,Middlesex,Gr.5,29,34,10,10,3,3,1,17,5,0,0,34,10
Cambridge,2014,490030,Martin Luther King Jr.,Middlesex,K,55,24,13,20,11,11,6,16,9,0,0,29,16
Cambridge,2014,490030,Martin Luther King Jr.,Middlesex,PK,25,16,4,36,9,4,1,12,3,0,0,32,8
Cambridge,2014,490030,Martin Luther King Jr.,Middlesex,Gr.1,59,36,21,25,15,7,4,10,6,0,0,22,13
Cambridge,2014,490030,Martin Luther King Jr.,Middlesex,Gr.2,39,23,9,33,13,8,3,8,3,0,0,28,11
Cambridge,2014,490030,Martin Luther King Jr.,Middlesex,Gr.3,32,31,10,19,6,16,5,19,6,0,0,16,5
Cambridge,2014,490030,Martin Luther King Jr.,Middlesex,Gr.4,28,50,14,14,4,14,4,7,2,0,0,14,4
Cambridge,2014,490030,Martin Luther King Jr.,Middlesex,Gr.5,29,52,15,24,7,14,4,0,0,0,0,10,3
Cambridge,2014,490035,King Open,Middlesex,K,62,15,9,11,7,18,11,6,4,0,0,50,31
Cambridge,2014,490035,King Open,Middlesex,PK,29,28,8,10,3,10,3,7,2,0,0,45,13
Cambridge,2014,490035,King Open,Middlesex,Gr.1,59,8,5,12,7,14,8,10,6,0,0,56,33
Cambridge,2014,490035,King Open,Middlesex,Gr.2,47,13,6,6,3,13,6,15,7,0,0,53,25
Cambridge,2014,490035,King Open,Middlesex,Gr.3,45,29,13,4,2,13,6,9,4,0,0,44,20
Cambridge,2014,490035,King Open,Middlesex,Gr.4,50,20,10,6,3,22,11,6,3,0,0,46,23
Cambridge,2014,490035,King Open,Middlesex,Gr.5,42,29,12,5,2,14,6,7,3,2,1,43,18
Cambridge,2014,490040,Kennedy-Longfellow,Middlesex,K,52,13,7,21,11,25,13,8,4,0,0,33,17
Cambridge,2014,490040,Kennedy-Longfellow,Middlesex,PK,36,19,7,19,7,19,7,6,2,0,0,36,13
Cambridge,2014,490040,Kennedy-Longfellow,Middlesex,Gr.1,39,26,10,15,6,23,9,5,2,0,0,28,11
Cambridge,2014,490040,Kennedy-Longfellow,Middlesex,Gr.2,23,26,6,13,3,9,2,0,0,0,0,52,12
Cambridge,2014,490040,Kennedy-Longfellow,Middlesex,Gr.3,37,41,15,8,3,8,3,3,1,0,0,41,15
Cambridge,2014,490040,Kennedy-Longfellow,Middlesex,Gr.4,33,27,9,15,5,30,10,3,1,0,0,24,8
Cambridge,2014,490040,Kennedy-Longfellow,Middlesex,Gr.5,35,37,13,14,5,11,4,6,2,0,0,29,10
Cambridge,2014,490045,Morse,Middlesex,K,46,24,11,24,11,9,4,11,5,0,0,33,15
Cambridge,2014,490045,Morse,Middlesex,PK,37,22,8,16,6,5,2,16,6,0,0,41,15
Cambridge,2014,490045,Morse,Middlesex,Gr.1,50,38,19,16,8,4,2,2,1,0,0,38,19
Cambridge,2014,490045,Morse,Middlesex,Gr.2,36,36,13,8,3,11,4,17,6,0,0,28,10
Cambridge,2014,490045,Morse,Middlesex,Gr.3,42,36,15,7,3,21,9,19,8,2,1,14,6
Cambridge,2014,490045,Morse,Middlesex,Gr.4,39,41,16,15,6,10,4,5,2,3,1,23,9
Cambridge,2014,490045,Morse,Middlesex,Gr.5,31,48,15,10,3,0,0,6,2,0,0,35,11
Cambridge,2014,490050,Peabody,Middlesex,K,48,17,8,8,4,15,7,6,3,0,0,54,26
Cambridge,2014,490050,Peabody,Middlesex,PK,45,40,18,18,8,2,1,2,1,0,0,38,17
Cambridge,2014,490050,Peabody,Middlesex,Gr.1,44,34,15,2,1,7,3,7,3,0,0,50,22
Cambridge,2014,490050,Peabody,Middlesex,Gr.2,44,18,8,11,5,9,4,18,8,0,0,43,19
Cambridge,2014,490050,Peabody,Middlesex,Gr.3,45,33,15,7,3,11,5,4,2,0,0,42,19
Cambridge,2014,490050,Peabody,Middlesex,Gr.4,43,37,16,7,3,2,1,7,3,0,0,47,20
Cambridge,2014,490050,Peabody,Middlesex,Gr.5,42,45,19,10,4,14,6,7,3,0,0,24,10
Cambridge,2014,490065,John M Tobin,Middlesex,K,38,29,11,5,2,0,0,8,3,0,0,58,22
Cambridge,2014,490065,John M Tobin,Middlesex,PK,86,23,20,17,15,14,12,14,12,1,1,30,26
Cambridge,2014,490065,John M Tobin,Middlesex,Gr.1,37,35,13,8,3,5,2,11,4,0,0,41,15
Cambridge,2014,490065,John M Tobin,Middlesex,Gr.2,32,22,7,13,4,9,3,9,3,0,0,47,15
Cambridge,2014,490065,John M Tobin,Middlesex,Gr.3,31,23,7,29,9,10,3,10,3,0,0,29,9
Cambridge,2014,490065,John M Tobin,Middlesex,Gr.4,32,28,9,9,3,9,3,9,3,0,0,44,14
Cambridge,2014,490065,John M Tobin,Middlesex,Gr.5,31,13,4,19,6,6,2,3,1,6,2,52,16
Cambridge,2014,490080,Graham and Parks,Middlesex,K,51,18,9,25,13,8,4,8,4,0,0,41,21
Cambridge,2014,490080,Graham and Parks,Middlesex,PK,30,47,14,17,5,7,2,3,1,0,0,27,8
Cambridge,2014,490080,Graham and Parks,Middlesex,Gr.1,68,13,9,22,15,7,5,9,6,0,0,49,33
Cambridge,2014,490080,Graham and Parks,Middlesex,Gr.2,54,15,8,15,8,22,12,2,1,0,0,46,25
Cambridge,2014,490080,Graham and Parks,Middlesex,Gr.3,51,18,9,18,9,12,6,0,0,0,0,53,27
Cambridge,2014,490080,Graham and Parks,Middlesex,Gr.4,53,32,17,19,10,4,2,8,4,0,0,38,20
Cambridge,2014,490080,Graham and Parks,Middlesex,Gr.5,52,23,12,17,9,13,7,6,3,2,1,38,20
Cambridge,2014,490090,Fletcher/Maynard Academy,Middlesex,K,47,47,22,6,3,17,8,9,4,0,0,21,10
Cambridge,2014,490090,Fletcher/Maynard Academy,Middlesex,PK,36,28,10,17,6,17,6,6,2,0,0,33,12
Cambridge,2014,490090,Fletcher/Maynard Academy,Middlesex,Gr.1,46,41,19,4,2,15,7,7,3,2,1,30,14
Cambridge,2014,490090,Fletcher/Maynard Academy,Middlesex,Gr.2,26,50,13,4,1,19,5,12,3,0,0,15,4
Cambridge,2014,490090,Fletcher/Maynard Academy,Middlesex,Gr.3,31,26,8,6,2,29,9,6,2,0,0,29,9
Cambridge,2014,490090,Fletcher/Maynard Academy,Middlesex,Gr.4,31,48,15,10,3,19,6,6,2,3,1,13,4
Cambridge,2014,490090,Fletcher/Maynard Academy,Middlesex,Gr.5,18,44,8,6,1,17,3,6,1,0,0,22,4
Cambridge,2014,490305,Cambridge Street Upper School,Middlesex,Gr.6,97,35,34,3,3,13,13,5,5,3,3,38,37
